Actual,Predicted_XGB
3.0,3.013182
3.3,3.6203496
2.4,2.2274685
4.6,4.072457
9.5,7.3454075
2.2,3.625303
5.3,5.87977
5.1,5.9667196
5.2,6.267522
9.4,8.451076
4.1,4.147951
10.6,11.112305
6.2,5.940567
13.6,15.292709
1.9,2.120019
3.0,2.678247
1.4,1.5344775
12.4,11.013299
3.3,3.9061472
10.3,11.294318
3.0,4.0862126
22.2,17.729612
6.2,6.659904
10.3,10.110448
2.1,2.5695236
2.5,2.2499287
5.1,4.817213
4.9,5.5328684
8.2,6.815657
19.9,21.57783
7.8,7.3999114
7.5,6.937199
1.8,1.4583061
6.7,6.5814347
4.6,4.3669686
8.5,8.376748
1.4,1.6750051
4.6,4.250427
9.5,9.3180275
0.7,0.79565084
3.5,2.4668
6.0,5.8918824
6.8,6.1586885
4.6,3.8531337
13.5,12.667397
1.1,1.0268825
9.9,9.149618
7.5,8.834966
3.6,3.7841463
9.1,8.619451
2.0,2.5533054
8.2,8.318496
1.7,2.0008628
4.5,5.081704
5.9,6.149986
1.4,1.3197575
2.9,2.6307864
10.6,10.561657
7.7,8.82886
3.2,1.9174777
11.6,11.396302
2.7,2.1908684
7.3,7.6728415
1.9,1.9658452
4.5,4.6573005
2.2,1.9540943
4.0,3.726246
7.7,7.0179124
4.6,4.726598
20.8,19.945938
5.2,4.3115273
3.6,4.528613
8.3,9.342535
5.4,6.34941
7.7,8.103868
28.9,29.26879
2.4,2.5360897
30.8,31.589966
2.4,2.7973456
7.5,7.558123
1.2,1.0253359
7.5,6.6955996
8.5,7.277727
22.3,20.014446
12.9,11.667034
5.8,5.34939
10.9,9.429115
1.1,0.9222971
3.0,2.664451
17.4,16.15503
24.0,22.72729
4.5,4.6413574
8.2,7.484249
4.3,4.9152813
0.9,0.9462696
5.6,5.257228
3.6,4.0256166
21.9,20.82488
0.7,0.83084375
1.5,2.4547737
3.0,3.6719413
0.9,0.5649928
18.1,18.368908
11.3,11.650869
7.7,8.129695
11.2,12.197334
2.9,1.9670882
7.9,6.643559
5.6,4.959248
4.6,5.367323
10.6,13.827825
5.1,4.777221
23.2,22.697853
3.3,3.392989
3.2,3.170854
5.7,5.434289
2.2,3.5476
2.4,2.4001298
4.5,5.026073
6.3,6.3838515
4.9,4.7173095
5.4,3.880266
9.6,9.361749
1.8,1.5965618
3.2,3.0634217
8.1,8.3429165
5.4,4.860605
4.4,3.8311586
2.6,3.1063435
12.5,11.95547
7.3,5.6495233
4.7,5.0503817
10.4,10.382868
5.8,3.9799006
8.3,7.9654016
3.7,4.43297
12.9,12.591903
8.8,8.943452
3.5,4.006893
8.0,7.844954
3.1,4.064424
16.1,15.912081
6.2,6.0135317
2.6,3.500481
1.5,1.1877177
4.7,4.8412127
15.1,14.339481
6.9,7.872153
11.5,11.689137
6.5,6.968586
8.2,7.93007
8.0,6.370194
7.1,9.185512
6.1,5.5342536
5.4,4.6277337
2.1,2.3241556
24.3,24.090773
3.9,2.3959858
2.2,2.886105
5.5,5.244624
14.6,14.894289
3.7,3.5373533
33.1,32.886326
35.9,34.136177
0.9,0.6780034
2.6,2.456771
4.4,5.0876102
1.5,1.9243319
4.2,4.2085104
5.0,3.6664057
1.7,2.0792866
12.0,10.321312
13.9,11.29681
7.9,9.263308
3.0,3.1093469
1.7,2.756149
17.1,15.6415615
23.2,22.42916
8.5,8.850639
6.6,5.613749
9.7,10.848318
3.9,4.606194
4.0,4.1625195
20.4,18.00593
10.0,10.832178
1.8,2.4316928
2.2,1.9752153
7.8,7.0337176
28.3,28.823696
7.6,8.525447
4.1,4.155176
2.2,2.38951
9.4,8.953271
51.1,46.502937
2.0,2.6119483
3.9,3.6462789
4.7,4.0894256
27.8,26.823996
9.4,9.354892
23.8,23.047314
31.3,30.693857
20.6,22.788462
1.4,2.0499625
9.1,7.926105
4.4,4.2303705
1.5,1.5219431
4.8,5.177224
9.2,11.239297
2.2,2.5365417
5.1,6.5099163
12.1,11.737477
15.4,15.362742
1.8,1.9892156
19.2,15.789593
16.4,16.286097
1.2,1.2361974
1.3,1.3899627
9.2,7.7889905
11.5,12.325361
4.0,3.5327928
1.4,1.1813079
18.0,17.536032
3.3,3.502053
5.1,4.0455317
1.6,1.9235039
0.9,0.7457622
3.9,3.2386868
9.5,8.56318
4.6,6.6301436
16.8,16.589735
6.8,7.0197845
8.2,8.59434
14.2,14.091062
6.2,7.7304296
9.9,9.485295
3.2,3.3483002
5.5,6.6470695
14.4,14.391415
2.0,3.527927
2.7,2.7699063
11.4,11.237134
16.3,16.888247
6.2,5.649804
3.1,2.8079624
6.9,7.8894515
6.9,6.6083555
25.4,25.237516
9.0,8.704656
3.4,3.9510636
6.5,6.1246676
4.3,4.2781844
0.6,0.9271987
3.9,4.6038675
7.7,7.967952
7.6,8.7598505
4.6,3.6248713
5.4,5.4111314
5.8,7.215627
1.7,2.3705647
13.2,12.900186
1.2,1.1683419
21.7,20.056557
7.1,7.0141006
8.7,9.412499
11.4,11.613858
6.0,5.8006287
22.2,23.735508
0.8,0.9958079
4.2,4.63028
6.7,6.526844
8.1,7.6483254
12.6,11.887735
4.8,4.771144
5.6,5.4125576
2.9,2.8343594
15.5,15.508476
9.4,8.030112
4.4,4.980158
7.2,7.229687
2.6,3.6493042
12.3,12.486637
9.4,8.713458
7.8,7.9032817
16.2,16.44098
4.4,5.972814
11.0,9.780078
2.1,1.313932
5.6,7.6853786
7.1,6.961846
1.7,2.3080354
16.4,13.953939
6.1,5.5526876
7.0,7.2661896
1.4,1.519583
3.6,4.721816
8.9,8.613226
3.3,3.2780952
12.1,11.259182
6.4,6.791746
4.9,4.8724575
2.5,2.2072315
2.8,2.6646562
1.6,1.9154007
5.1,5.105858
2.9,3.304131
3.1,3.4041274
2.2,1.2353804
11.1,8.726971
2.7,2.9829948
3.2,3.835601
15.8,13.7858515
6.5,6.2269936
7.3,9.644671
7.2,7.7108526
11.4,10.379724
3.5,3.694206
39.3,37.66142
25.4,24.02372
1.2,1.2014619
10.5,10.200734
5.1,5.2410903
5.3,6.720794
1.6,1.954334
2.5,2.0511405
5.3,5.914674
10.1,9.586179
4.9,5.1840506
1.5,1.2120135
3.4,3.4666295
37.0,36.676144
6.1,5.658802
14.1,13.682842
0.7,1.0571995
6.2,5.444856
2.2,1.4296907
1.9,2.0891576
1.3,2.1031468
3.1,4.106171
17.7,18.322014
30.0,30.622547
9.9,9.871186
2.8,3.3115947
6.2,5.203716
10.2,11.882485
5.1,5.5729895
2.2,2.4935067
9.5,10.113076
30.9,29.681484
6.9,6.025652
20.4,20.995304
11.7,10.507585
1.9,2.2346947
5.6,5.721904
2.9,3.0213811
6.3,6.174887
13.2,12.306092
8.5,8.319845
6.3,7.0852065
4.3,5.286793
2.0,2.4033744
10.9,11.690407
8.3,8.65907
4.0,4.3284135
8.8,8.927792
3.9,3.367384
4.3,4.487405
5.6,4.5587296
7.5,7.2969255
2.2,2.0620973
5.7,5.6216073
4.1,3.9091012
3.5,3.9775448
6.6,6.2714415
22.1,21.242203
8.1,10.18142
4.2,3.6627996
20.2,21.684053
9.1,9.324636
3.3,2.1721907
1.5,1.6930157
6.9,6.7248907
7.6,6.9217873
1.3,1.2539431
4.9,7.112401
5.6,6.4784546
2.8,3.0197845
7.0,6.476927
15.7,13.689004
10.0,9.158856
3.9,3.7187192
1.9,2.0640128
15.0,14.563889
5.7,5.223036
2.4,2.9537635
22.9,23.8684
7.0,7.325612
18.6,16.557478
9.1,8.69386
0.9,1.4584736
33.4,33.424446
14.6,12.9342165
9.6,10.3654995
9.6,9.501093
3.5,2.6232154
4.5,4.5288444
6.0,6.4445586
4.1,2.9102445
3.4,3.4051135
1.9,1.6831754
2.7,2.679248
2.6,2.7614336
8.6,9.624098
2.2,2.126154
7.8,6.589616
8.8,10.2301855
4.3,3.856108
1.3,0.7830312
8.1,7.9069777
3.9,3.1982603
10.7,9.378648
4.4,4.7757845
2.0,2.288133
25.8,27.548752
3.3,3.5426667
8.0,5.429651
6.2,4.9963055
3.3,3.0962327
8.4,5.973454
8.0,6.348674
8.8,9.892701
2.2,2.1044412
14.0,14.368134
1.9,2.288314
2.6,2.7014208
13.3,13.074911
9.3,9.23111
23.8,23.901003
5.2,6.170023
2.3,3.1328285
1.9,1.7198051
1.5,2.4566388
21.9,21.73191
5.4,7.326635
11.8,13.209106
32.9,33.785927
4.9,4.5416036
2.2,2.1999724
4.4,3.7653496
3.1,4.716166
7.8,7.8314304
6.2,6.1143346
29.5,29.017397
3.8,3.5600095
5.3,6.4546394
1.3,1.5551451
5.6,5.5489326
4.8,4.74715
2.7,3.3465674
8.6,7.45366
4.8,4.889319
0.9,1.1546903
1.2,1.6777235
4.8,4.675729
12.1,13.123941
5.1,6.219771
1.5,0.87818784
20.2,20.487328
1.8,1.7229136
10.3,8.831211
22.9,22.423904
4.9,5.3206105
28.6,25.552664
1.0,1.083053
5.7,6.9255743
10.2,10.764727
20.6,20.95613
1.2,1.0805149
7.5,6.926412
7.9,7.87356
10.0,11.751812
2.6,1.646722
3.8,4.0054016
1.8,2.596004
13.2,13.11749
6.5,7.2315936
4.3,4.5887833
6.1,6.7493176
7.6,7.6245556
5.5,5.2146893
7.9,8.757809
3.6,3.8742092
6.5,4.8684106
5.4,5.52455
23.8,21.72157
18.1,17.849876
8.4,8.39535
15.1,14.978443
2.7,2.6834087
15.1,15.738212
58.2,58.19746
18.3,17.63382
3.9,3.7492168
4.9,4.762532
2.0,3.2168028
5.7,5.7964787
8.8,8.556875
12.7,13.584658
12.4,13.087321
11.0,10.606868
4.4,3.055711
12.3,10.276068
13.3,11.946848
19.3,20.529633
5.3,5.204141
2.6,2.342283
8.1,7.6732445
4.5,4.599343
8.9,8.119044
6.2,5.888837
3.1,2.367456
4.3,4.2830114
2.8,3.5172415
2.9,3.144011
8.4,10.537038
5.0,5.331123
4.2,4.152748
6.3,7.4919953
3.4,3.5772781
1.5,2.0461
1.7,1.8385861
34.2,33.580032
0.6,1.4454962
28.8,29.07656
10.4,8.968609
10.7,10.188312
4.2,3.4928641
1.7,2.160914
1.7,2.4765496
8.2,7.1984954
16.6,18.796505
3.0,2.8382032
14.1,12.646114
3.1,3.6452527
10.7,10.918306
2.6,2.5702262
1.9,1.8986814
7.1,6.6034174
23.0,24.203743
2.2,2.6977062
6.8,7.158841
19.8,20.600037
4.9,4.7870126
12.6,12.176244
2.0,2.4863262
1.4,1.9523783
9.7,10.460867
3.7,4.233232
6.1,5.8962636
21.0,20.130354
2.2,1.7366608
2.4,3.1073499
4.9,4.8662114
23.0,23.080292
5.3,5.362972
11.2,12.265705
1.7,0.600667
7.0,8.407836
6.2,5.801487
1.7,1.5678731
38.8,38.728203
9.6,8.952534
12.1,13.002452
4.6,5.3595753
18.8,17.190844
16.9,17.760021
2.8,2.8850608
8.8,8.193503
12.1,12.933206
20.5,20.536676
1.1,1.1233732
2.6,2.5149715
19.1,19.327673
34.6,31.830824
3.8,2.8808136
10.8,11.002014
19.9,19.718546
12.2,11.877449
4.3,3.862528
14.1,12.400009
2.5,2.6701658
3.3,3.4302764
3.5,4.1897335
5.1,6.4871306
4.3,4.1826677
11.5,12.461883
4.8,5.0976043
13.2,12.1677685
9.3,8.970589
3.5,3.8277032
2.4,2.350973
5.1,5.3288345
7.1,8.403276
4.8,4.9449263
4.2,4.295718
9.9,8.84167
9.5,8.106719
4.3,4.404731
3.7,4.4434147
13.4,14.792221
26.1,25.512625
4.9,5.4696927
6.4,8.026437
3.2,4.349754
2.7,2.734496
4.6,3.9793522
7.8,8.307891
6.3,5.7544646
9.9,8.59222
9.7,9.849679
8.1,7.9029064
2.6,2.3978972
18.5,18.84728
33.9,32.34703
4.7,4.4516106
20.1,20.214216
10.7,10.265622
4.1,3.6344929
6.2,6.0148826
3.8,3.2021909
3.3,3.8100479
12.8,13.870691
6.0,6.1686935
3.6,2.6669338
5.3,5.481744
3.3,3.943878
5.7,5.343942
1.0,0.94161224
26.8,27.199432
15.0,14.314127
3.4,2.5114355
10.7,11.155516
1.2,1.4946325
1.4,1.5575038
9.6,10.216942
1.0,1.3164513
6.2,5.936556
3.1,4.005169
13.8,12.145916
10.1,9.41662
10.0,11.0689
9.0,9.251933
2.3,2.806753
7.1,5.8855357
4.8,5.493116
5.1,4.7299094
3.9,4.6753435
6.2,7.964741
2.2,2.6399798
1.5,2.3567739
1.9,1.5624921
24.1,25.124556
8.7,8.369139
5.2,4.5542603
5.8,5.0805306
11.3,10.878494
3.4,3.033083
6.5,6.1773233
1.7,1.802166
3.1,2.8987122
26.4,26.581154
5.5,4.7198462
7.5,6.9864936
4.9,5.5782166
3.4,3.6766565
5.6,6.129462
2.6,3.0190804
7.0,5.5687046
1.9,2.1207826
21.7,21.740036
14.7,13.856524
3.5,4.323904
9.2,9.226298
6.7,6.68514
3.7,4.5173435
10.1,10.676668
0.5,0.5021086
7.2,7.162602
2.4,2.552139
15.4,17.186035
1.9,2.2863686
8.7,8.076101
7.9,8.770016
11.4,10.886265
8.3,8.484792
9.4,10.356586
5.4,4.1511087
3.2,3.957143
4.7,3.868603
0.8,1.5588193
7.0,5.985575
6.2,6.3487873
3.8,3.1682537
5.0,5.656328
1.6,1.8379296
8.4,7.8381987
5.3,5.3951526
4.4,4.7904134
10.1,10.751088
3.6,3.1161287
1.0,1.905937
2.8,2.9015758
13.8,14.172324
14.1,13.90501
6.6,5.867148
14.3,14.870254
4.6,3.7483344
5.2,4.696414
4.7,5.536837
2.7,2.6014261
5.6,5.4414396
3.8,3.9870718
4.0,3.8792293
2.7,1.9176608
2.5,2.731366
2.9,3.0622337
5.9,6.6339736
21.0,21.058609
7.6,8.2878275
2.2,1.9279518
9.6,9.316914
5.8,5.53371
19.7,20.472967
9.4,10.601506
4.6,4.9434843
4.8,5.354903
15.5,15.664362
6.4,5.5401073
2.1,3.304485
40.7,40.802475
12.6,13.780457
2.8,2.579902
7.0,7.294252
7.3,6.895077
1.0,1.0974255
1.5,2.517434
4.1,4.4398346
5.1,4.950724
8.5,7.435309
2.9,3.0354826
11.7,12.12404
4.7,5.2207484
19.7,19.840954
0.2,1.0211017
8.5,9.201757
2.8,2.438726
3.7,4.929146
3.2,3.7246122
3.9,3.4542224
66.6,61.82182
13.2,13.1215725
2.3,2.6759553
0.9,0.9559173
7.0,7.010868
9.1,9.04702
6.3,6.515013
12.8,9.603926
4.8,5.599643
1.6,2.7470124
4.4,4.0037193
6.4,7.9784617
5.9,6.0856595
5.8,7.110101
6.2,6.2743716
3.3,2.7981603
4.8,4.520234
1.0,0.9855448
7.1,6.4380164
2.2,1.7846503
21.8,22.149939
3.0,3.6332216
14.7,14.376907
10.2,9.128969
5.9,5.8326
6.6,6.2371283
1.9,3.6087682
4.5,5.6450267
29.6,27.249094
10.1,10.419774
6.6,6.760355
8.2,8.224984
7.8,8.243746
3.7,3.285274
5.0,6.6825995
30.1,29.1549
2.3,3.111504
8.7,8.967861
2.4,3.1399536
5.9,5.3671603
3.3,3.4862325
2.5,2.391757
1.4,1.6758273
7.5,6.4309278
17.7,17.399687
6.5,6.5039935
4.1,3.9080849
1.0,0.86470747
6.3,6.555232
19.8,18.75928
9.8,11.037491
2.8,2.4661252
4.6,5.5826025
2.9,2.7828765
4.0,4.0123725
4.3,4.9731693
1.2,1.2331436
8.3,8.751883
2.2,2.867981
10.2,10.127321
6.0,5.8918304
1.8,2.1084957
6.4,7.3061666
4.7,5.196546
1.6,1.7780963
12.4,11.797011
12.4,12.108673
17.9,17.378038
2.7,3.164059
1.9,2.453539
5.1,4.996871
11.6,12.088625
0.5,0.7012118
24.6,25.668056
5.7,5.757334
4.0,3.189455
0.6,1.199282
4.6,6.22088
1.3,1.6681722
8.7,11.124491
8.9,10.809016
5.9,6.2823567
1.9,2.4605134
9.7,9.929575
6.7,5.69872
1.1,1.2105104
13.3,12.882065
11.2,11.3497925
3.8,4.4170666
11.6,11.916829
3.7,4.7222986
12.4,12.928464
56.6,56.00084
0.7,1.2068812
5.0,4.2978024
16.9,14.455947
2.9,3.367666
4.9,4.94127
5.1,3.8796
13.7,13.627118
3.2,2.625573
2.7,2.2917159
7.9,7.2551203
27.4,27.451912
31.3,30.868507
4.7,4.2108016
31.4,31.377333
3.1,3.1453578
0.7,0.6062029
10.7,10.011546
4.8,4.6911373
5.2,6.6516185
2.5,3.1121063
0.7,1.2651112
5.6,7.0403075
4.3,4.4764953
4.5,3.900379
2.2,2.306608
9.6,10.528488
1.1,1.0685565
11.4,9.407241
2.9,3.3980396
2.6,2.9804535
6.9,6.837505
5.5,6.185834
4.2,5.1239643
13.0,13.67709
3.9,4.058092
6.6,7.056295
6.3,6.694784
3.1,3.634941
7.8,7.299689
1.4,1.553674
1.1,1.4167143
8.1,8.132447
5.1,4.455207
7.4,8.026941
9.1,9.575425
1.4,1.9019243
0.8,0.7273901
5.3,6.2960315
17.3,16.633144
8.5,8.192439
2.4,2.7594059
7.6,6.824284
14.6,14.479533
11.2,11.537597
0.8,0.71254206
7.8,9.905752
17.8,17.690233
11.9,12.127208
12.1,11.668507
11.3,11.6349945
5.7,5.8390875
8.5,9.28149
28.9,29.84889
3.3,2.9650075
4.2,4.228545
5.1,6.343896
11.7,11.064941
4.2,3.4336367
5.5,7.3895907
8.2,8.196184
6.2,6.176303
3.9,3.935366
10.1,9.67927
4.5,3.8713236
2.0,2.34198
2.5,2.7702186
3.4,3.4496148
4.5,4.959334
7.9,8.210152
3.2,3.9422686
24.4,22.727205
7.0,6.584807
26.1,24.836578
8.2,7.639896
0.9,1.3570347
3.5,4.6451144
6.0,5.378925
23.7,24.29633
3.7,4.113544
5.7,6.5702214
9.3,8.612821
1.1,1.5373052
5.0,4.177011
1.1,1.5763203
5.4,4.4815855
10.3,11.04287
5.7,4.952461
1.7,1.9576772
13.0,11.165004
9.8,9.084594
10.5,10.839723
20.9,20.951584
3.1,4.1477504
8.8,9.105821
1.4,1.2982926
3.9,4.246702
4.1,5.3096538
3.1,3.020096
4.0,3.9342647
2.7,3.5723877
5.0,4.2666526
7.6,8.993345
1.5,1.5149562
12.5,12.699847
3.0,2.352813
10.9,8.920618
11.5,11.146167
9.4,9.505042
9.8,9.643719
7.5,7.600033
9.1,8.674139
0.5,0.7928783
21.1,20.40235
10.0,10.017083
3.3,3.4996877
1.9,2.3805356
5.3,5.5110555
4.8,5.062977
5.9,5.3300557
5.6,6.8909864
0.9,1.5687138
5.1,5.397529
1.0,0.71495235
5.0,5.3837767
12.0,11.12521
13.6,14.954332
27.8,27.262236
4.8,4.4869866
4.5,3.5561876
3.1,1.7325912
9.6,9.9654
5.5,5.656295
4.3,3.6024137
3.0,2.5580616
10.9,9.717939
2.8,2.2621028
1.6,1.7321008
20.7,20.80791
5.6,5.684289
1.5,1.2821931
4.7,4.5826907
10.7,9.590548
8.9,8.119132
5.1,4.9011703
2.6,2.9442654
4.8,4.514012
1.8,2.0056717
4.4,6.0512376
15.5,13.985844
6.9,7.6387753
3.6,4.1285577
21.2,20.645699
1.9,1.5180507
4.6,4.142789
0.9,1.0529672
27.7,25.234407
30.6,31.188242
3.9,3.7496958
4.2,4.6955943
2.2,3.6767972
5.4,5.5618644
3.0,2.6892645
10.0,9.183933
1.4,1.1915075
11.3,9.197494
3.5,4.0244303
5.4,5.2533536
1.9,2.2692516
7.0,7.258725
3.7,3.9221723
2.2,2.8140182
3.6,4.7532573
10.1,9.295244
6.1,5.2629805
5.4,4.889079
9.9,9.384072
6.1,5.3773985
11.9,12.2544565
2.1,3.0382106
7.9,8.926105
0.9,1.1490175
6.3,5.8952208
0.4,-0.3175931
6.2,7.633884
3.4,3.717382
30.3,29.871399
6.3,5.373848
3.5,3.9129844
1.2,0.67326325
32.8,31.341747
10.4,9.382637
6.9,7.122275
1.1,0.76144415
1.1,1.8577317
0.8,0.72451425
1.3,1.3304929
5.7,5.7809243
40.5,36.211006
4.7,4.136235
3.5,3.3195093
6.2,5.435373
2.3,2.6981952
10.2,9.937699
6.3,6.153531
12.7,13.127864
3.4,2.774774
13.8,12.287041
1.4,1.1491966
6.6,6.7737207
45.2,45.188293
6.4,7.2889857
12.5,13.308436
8.3,8.293311
1.1,0.8227988
2.3,3.2891474
6.9,7.804305
6.1,6.261449
1.8,1.8712056
7.3,8.532456
3.3,3.0491474
2.3,2.1480064
1.4,0.95959216
1.9,1.1477277
7.6,7.6547413
0.8,0.74869275
6.3,6.9555674
3.8,3.819474
1.3,1.6086451
11.2,9.547308
4.6,4.5413613
2.1,2.6117449
9.3,8.59378
12.6,13.612887
1.2,1.6406703
4.8,4.4025273
7.3,6.814711
8.1,8.472556
5.7,5.921538
5.7,5.737329
6.3,6.3969607
14.4,14.154532
16.2,15.667221
2.3,3.4031134
1.5,1.814555
9.5,9.081861
6.0,6.029623
3.9,4.7604656
2.1,2.6673243
5.8,6.1505322
12.9,13.949368
2.4,3.6925445
0.3,0.77650577
0.7,0.18077733
4.0,3.5824246
3.1,3.8726287
15.4,14.866561
3.1,3.1685553
8.8,8.660618
14.1,12.991718
13.4,12.312404
22.4,22.40137
6.5,6.078225
8.3,8.348658
1.3,1.417905
5.7,6.1316795
4.8,4.057569
5.4,5.623188
3.6,3.8749924
4.1,3.9336598
3.6,3.043818
2.7,2.2230995
0.7,0.14575075
4.7,5.260679
7.7,6.835885
8.7,9.604053
0.7,1.1672505
3.1,2.2938313
1.7,2.7922988
11.6,11.290837
6.8,7.5337114
8.6,9.931329
10.5,11.279399
17.4,15.3451185
6.9,7.3112483
5.3,4.535319
12.1,11.137692
11.8,10.886911
8.2,8.581962
3.9,4.5657682
9.1,11.202427
2.7,2.7393951
3.2,2.6614738
1.6,1.9200664
8.5,8.531664
4.0,5.2079015
1.8,1.6646284
2.8,2.6198764
6.4,6.5209026
9.4,9.284618
6.9,5.5409727
8.3,7.4860487
12.2,12.58586
7.4,6.59823
1.1,1.3572528
3.0,3.2468562
2.0,1.5186557
6.1,6.250502
4.7,4.167161
3.7,4.482261
6.3,5.535478
2.8,3.3380573
1.3,0.8903305
6.1,6.184489
3.5,4.2774005
29.5,28.482689
3.9,3.532482
7.7,8.985636
3.0,3.2729566
3.8,3.9942873
5.7,6.368142
3.6,3.0376713
8.0,8.353719
7.4,6.45658
2.2,2.5605395
7.1,8.530508
7.2,7.4041195
12.7,13.511032
4.5,4.822524
8.3,7.7883663
1.3,1.2082623
5.6,4.6110673
5.3,5.256064
7.8,8.283026
1.0,1.1401469
10.1,8.831715
6.5,5.3400035
11.4,10.78317
8.5,8.09293
7.7,7.5881586
5.7,5.8080044
6.9,7.360473
2.7,2.3237376
1.1,1.9709871
2.7,3.1743083
6.9,5.934998
6.0,5.523215
1.3,1.347103
4.4,4.58691
2.6,2.5413377
25.2,24.797436
6.0,6.556976
23.6,23.459866
2.4,2.6214657
21.4,22.466066
7.0,5.969372
2.7,3.232684
4.9,6.597979
9.2,11.589453
0.9,1.320968
0.9,0.5315706
4.3,4.275216
3.9,4.325362
11.4,11.589752
2.0,1.9176608
3.0,4.7034016
3.7,3.3610303
28.1,27.640394
28.0,26.695595
3.4,2.926721
5.9,4.417723
6.0,5.3592124
13.1,12.913716
2.2,2.4169111
9.8,9.658782
1.7,2.8330271
5.5,6.033823
1.2,2.4094846
8.5,8.571335
37.2,38.229973
11.0,10.6948185
27.5,26.259794
9.0,9.511673
6.1,5.179369
4.5,4.3795333
1.4,2.3997347
5.1,4.851849
5.5,5.5521736
12.3,13.238579
4.1,4.2897153
3.4,4.871785
6.6,7.0477457
1.0,1.2856789
12.1,11.049423
3.4,4.925885
6.3,6.3775334
1.9,1.9231995
0.7,0.18222414
5.6,5.5792584
3.6,3.739299
3.9,3.9627318
5.1,3.71076
2.6,2.2281516
1.4,1.9826549
3.8,3.264498
2.2,3.6196265
11.8,11.860285
9.7,9.749042
2.7,3.0896764
4.0,3.9717407
2.1,1.8748062
1.4,1.886847
8.2,7.7169495
23.9,25.084406
7.5,6.5770674
26.1,26.141628
6.3,4.8435664
17.1,15.605576
3.4,4.060226
4.8,5.1806784
4.0,5.0036817
21.1,21.243206
8.6,7.956548
7.3,6.94453
12.6,10.717401
2.5,2.4159813
9.1,8.835963
7.0,6.2698197
12.0,11.920452
1.4,1.476937
0.9,0.93732274
2.6,2.3350134
10.5,11.051233
3.1,4.847465
1.1,0.92089134
4.1,4.132777
1.9,2.2612352
7.0,8.026832
5.6,4.728064
4.5,5.6588526
4.7,4.7970157
7.1,7.1088266
5.0,5.419085
5.4,3.653427
1.6,1.6553977
3.2,3.7451046
2.7,2.7911203
8.8,7.770983
6.4,5.7201
7.2,5.462278
31.8,31.318005
3.9,4.4805884
3.8,3.194032
1.9,1.4735968
5.1,4.9280415
7.7,5.568039
3.8,4.941831
14.1,13.547684
10.4,11.902537
1.3,2.049632
4.1,2.7282226
33.7,33.740974
5.4,5.6103444
6.6,6.646801
9.1,8.942356
21.1,21.9493
0.7,1.122465
5.3,4.024363
23.0,22.379574
4.9,5.128582
33.7,32.785686
4.0,3.805793
3.7,4.0378776
13.0,13.412927
2.5,2.637641
2.7,2.6203432
4.0,4.131694
2.3,1.8738922
3.4,4.2095203
10.5,10.759031
5.4,6.4273186
0.9,0.8999244
